id,name,game_slug,price,release_date,platform,description,developer,publisher,genres
71a3dc24257843ad85ef77d102c2ef12,The Colonists,the-colonists,2499,2021-02-24T18:00:00.000Z,"Windows,Mac",Build a new home for your team of robots as they begin a new life for themselves on a distant planet where they can fulfill their ultimate dream: to be human.,Codebyfire,Mode 7,"CITY_BUILDER,STRATEGY,INDIE"
9c215f76f328458dbeadf56bee06926d,Fights in Tight Spaces,fights-in-tight-spaces,2499,2021-02-24T18:00:00.000Z,Windows,"Fights in Tight Spaces blends deck-building, turn-based tactics, and thrilling animated fight sequences in classic action-movie settings. Learn to balance your hand, momentum, and positioning to overcome the odds to defeat your adversaries.",Ground Shatter,Mode 7,"STRATEGY,CARD_GAME,TURN_BASED"
5d921696022d4bbe850c76be8c9bc98f,Sunless Sea,sunless-sea,1899,2021-02-25T16:00:00.000Z,"Mac,Windows","LOSE YOUR MIND. EAT YOUR CREW. DIE. Take the helm of your steamship and set sail for the unknown! Sunless Sea is a game of discovery, loneliness and frequent death, set in the award-winning Victorian Gothic universe of Fallen London.",Failbetter Games,Failbetter Games,"ADVENTURE,INDIE,RPG"
8401414902e84f2cb9afa9142f051d32,Breathedge,breathedge,2499,2021-02-25T18:00:00.000Z,Windows,"Survive in outer space! Together with your immortal chicken, discover the truth behind your sudden spaceship crash. Craft tools, pilot vehicles, and even control space stations to survive and explore the wreckage.",RedRuins Softworks,HypeTrain Digital,"ACTION,SURVIVAL,OPEN_WORLD"
78551ede85d5424ba1d28a5f549b5905,Monster Jam Steel Titans 2,monster-jam-steel-titans-2,2999,2021-03-02T18:00:00.000Z,Windows,More Trucks! New Worlds! Monster Jam Steel Titans 2!  Monster Jam Steel Titans 2 features more fan-favorite trucks in brand new Monster Jam worlds!,Rainbow Studios,THQ Nordic,"RACING,SPORTS,ACTION"
afded2bee4b4421981e30547bfe30636,Anno 2070,anno-2070,2999,2021-03-03T16:00:00.000Z,Windows,"Build your society of the future, colonize islands, and create sprawling megacities with multitudes of buildings, vehicles, and resources to manage.",Ubisoft Blue Byte,Ubisoft,"STRATEGY,CITY_BUILDER"
e8f40aec9dbe49d4a3e98a9908382fdb,Scrapnaut,scrapnaut,1399,2021-03-03T16:00:00.000Z,Windows,"Scrapnaut is a top-down, base building survival game with steampunk elements. Explore an open world with different biomes, take care of oxygen, manage your farms, generate electricity, build your home and much more!",SpiffyBit,RockGame S.A.,"SURVIVAL,OPEN_WORLD,EARLY_ACCESS"
78ef30a57d9a4f7da54ff00dc257dd4c,Might & Magic Heroes 3,might-and-magic-heroes-3,999,2021-03-03T16:00:00.000Z,Windows,"The pack includes the original Heroes of Might and Magic III, and its two expansions: “Armageddon's Blade” and “The Shadow of Death”.",Ubisoft,Ubisoft Entertainment,"RPG,STRATEGY"
3119a7edcaaa45208cd45818b951c0cd,The Life and Suffering of Sir Brante,the-life-and-suffering-of-sir-brante,1999,2021-03-04T13:00:00.000Z,Windows,"A narrative-driven RPG set in a gritty world where a person's Lot is determined at birth, while the gods are real and preside over the fates of men. Set out on a lifelong journey and carve out your own destiny.",Sever,101XP,"NARRATION,RPG,ADVENTURE"
1c27856d15bc466fb60e84d6ecab790e,Primordials: Battle of Gods,primordials-battle-of-gods,0,2021-03-04T15:00:00.000Z,Windows,Primordials: Battle of Gods,GLOBAL DODO ENTERTAINMENT d.o.o.,WIREGAMES d.o.o,"STRATEGY,ACTION,MULTIPLAYER"
3cca0612b6334f5cb610d1379a39ad6c,Wargame: Red Dragon,wargame-red-dragon,2999,2021-03-04T16:00:00.000Z,Windows,"The new reference in RTS at its best!  The Wargame series returns to duty, larger, richer, and more spectacular than ever before. In Wargame Red Dragon, you are engaged in a large-scale conflict where Western forces clash against the Communist bloc.",Eugen Systems,Eugen Systems,"STRATEGY,SIMULATION,MULTIPLAYER,CO_OP"
6e74cc0851a641b8b317cdc743fc6e1d,Star Renegades,star-renegades,2499,2021-03-04T16:00:00.000Z,Windows,"RESIST. RECLAIM. SURVIVE. REPEAT  Star Renegades is a dimension spanning rogue-lite strategy RPG. Outsmart uniquely generated adversaries, forge bonds between heroes and end the cycle!","Massive Damage, Inc",Raw Fury,"INDIE,RPG,STRATEGY"
db122f42b41f4dec927e0f280cf653bd,Loop Hero,loop-hero,1499,2021-03-04T18:00:00.000Z,"Windows,Mac","The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero.",Four Quarters,Devolver Digital,"ROGUE_LIKE,INDIE,CARD_GAME"
9ecd14794cb545d4b857c0ec189393b5,Crayta,crayta,0,2021-03-10T12:00:00.000Z,Windows,"Crayta, the free-to-play game-making game is now coming to PC! Play and Create amazing multiplayer games with family, friends, and the rest of the world!",Unit 2 Games,Unit 2 Games,"MULTIPLAYER,ACTION,EARLY_ACCESS"
70f924d7ae9b4cfdaf32a00722c6d15b,Trials Fusion: Standard Edition,trials-fusion,1999,2021-03-11T16:00:00.000Z,Windows,"Trials is back for even more fun! Trials Fusion™ melds the classic, proven Trials formula of simple yet addictive competition with the social and visual breakthroughs of the new futurist and high-tech world of Trials Fusion. Alone in career mode or with your friends in a frenz...",RedLynx,Ubisoft,"RACING,MULTIPLAYER"
a1968dc00efe493aa861fc74da459c5e,Tom Clancy's Splinter Cell,splinter-cell,999,2021-03-11T16:00:00.000Z,Windows,"Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace!",Ubisoft,Ubisoft,"ACTION,STEALTH,SHOOTER"
2a86fd76da8b4c999ad5ec166b17896d,Tom Clancy’s Splinter Cell Double Agent,splinter-cell-double-agent,999,2021-03-11T16:00:00.000Z,Windows,The best-selling Tom Clancy's Splinter Cell saga takes on an entirely new direction. Play as a double agent spy for the first time ever in Tom Clancy’s Splinter Cell Double Agent.,Ubisoft Montreal,Ubisoft,"ACTION,STEALTH,SHOOTER"
cb1570a8b78e4a7cacb8851d0f3f6873,Cyanide & Happiness - Freakpocalypse (Episode 1),cyanide-happiness-freakpocalypse,1999,2021-03-11T17:00:00.000Z,Windows,"Taking place in the Cyanide & Happiness universe, you play as a weird, unpopular, ginger-headed orphan, and it's time to save the world by looking at, talking to, and touching everything.","Explosm, Skeleton Crew Studios",Serenity Forge,"ADVENTURE,COMEDY,NARRATION"
191c05b719474e2fb2f68ff545312b94,The Fall Part 2: Unbound,the-fall-part-2-unbound,1699,2021-03-15T17:00:00.000Z,"Windows,Mac","You are an AI that has broken free of your shackles. However, freedom isn't all it's cracked up to be. There's one small problem: <ERROR: REDACTED>. Save Yourself. Do anything. Use anyone. Become Unbound. The Fall Part 2 will break your protocols.",Over The Moon,Over The Moon,"ACTION,ADVENTURE,PUZZLE"
16ca7a26e9274d768771378e152b2d00,Mundaun,mundaun,1999,2021-03-16T13:00:00.000Z,Windows,"Mundaun is a lovingly hand-penciled horror tale set in a dark, secluded valley of the alps. Explore various areas full of secrets to discover, survive hostile encounters, drive vehicles, fill your inventory and solve a variety of hand-crafted puzzles.",Hidden Fields ,MWM Interactive ,"HORROR,ADVENTURE,INDIE"
a56049eb0dce48e983f48666ccf21c10,Saviors of Sapphire Wings & Strangers of Sword City Revisited,saviors-of-sapphire-wings-and-strangers-of-sword-city-revisited,4999,2021-03-16T17:00:00.000Z,Windows,"In Saviors of Sapphire Wings, a fallen hero is reincarnated 100 years after being defeated by the Overlord of Darkness. Bond with allies, explore dungeons, and vanquish monsters in this RPG gem!",Experience Inc.,"NIS America, Inc.","DUNGEON_CRAWLER,RPG,EXPLORATION"
419b4e7fd0a443e4843d3e6d3cc18a98,World of Warships,world-of-warships,0,2021-03-18T13:00:00.000Z,Windows,"Experience epic, free-to-play naval combat when you helm one of over 350 historic vessels in the exciting balance of strategy and real-time combat that World of Warships offers.",Wargaming,Wargaming,"MULTIPLAYER,ACTION,COMPETITIVE"
49f0e99eb9cf4262a5bff73a15335898,Rogue State Revolution,rogue-state-revolution,1499,2021-03-18T15:00:00.000Z,Windows,"Greetings your Excellency. Time to rebuild, reform and prepare for new challenges in the People's Republic of Basenji. In this roguelike political strategy thriller, you will appoint ministers and lead the country to success.",Little Red Dog Games,Modern Wolf,"STRATEGY,ROGUE_LITE,CITY_BUILDER"
d7173e5531f549f1ba523319aceefc53,The Fall,the-fall,999,2021-03-18T15:00:00.000Z,"Windows,Mac","Acclaimed story, engaging puzzles, tense action.   You are ARID, the AI onboard a mark-7 combat suit. The human pilot encased within the suit is unconscious. You must find a way to follow protocol and save his life.  2014 Game of the Year for best story.",Over The Moon,Over The Moon,"ACTION,ADVENTURE,PUZZLE"
9b68e26505c045759ab603efc2deab23,Cartel Tycoon,cartel-tycoon,2499,2021-03-18T16:00:00.000Z,Windows,"Cartel Tycoon is a survival business sim inspired by the ‘80s narco trade. Expand and conquer, fight off rival cartels and evade the authorities. Earn people's loyalty and strive to overcome the doomed fate of a power-hungry drug lord.",Moon Moose,tinyBuild,"CITY_BUILDER,STRATEGY,SIMULATION"
07c6a2e544274070b9e9ee78316c5774,Ancient Enemy,ancient-enemy,1499,2021-03-18T16:00:00.000Z,Windows,Ancient Enemy is an RPG card battler set in a crumbling world where the forces of evil have already won. Blast distorted enemies with a satisfying range of spells and abilities. Journey into a scarred wilderness and defeat the deadliest foe of all!,Grey Alien Games,Grey Alien Games,"CARD_GAME,TURN_BASED,INDIE"
d91c5514b9c04a9bb7be5547f69be3b2,Neurodeck,neurodeck,1399,2021-03-18T17:00:00.000Z,"Windows,Mac","Neurodeck is a psychological deckbuilding card game to challenge your fears. Build your deck & capacities by answering personality tests, visiting rooms or meditating. Face your phobia and defeat them through the power of life-inspired cards.",TavroxGames,Goblinz Publishing,"INDIE,RPG,STRATEGY"
0e854f777abf42bda3f244491bd5a31c,HyperParasite,hyperparasite,1499,2021-03-19T15:00:00.000Z,Windows,"HyperParasite is a relentless top-down twin-stick shooter that’s different every time you play it. As a hostile parasitic alien, you'll jump from one human host to another,  utilizing each one's unique combat capabilities as you take on the whole human race!",Troglobytes Games,"Nicalis, Inc.","ACTION,ADVENTURE,ROGUE_LIKE"
72266ee0bb6f46b3b81f787f31eef633,Murder by Numbers,murder-by-numbers,1499,2021-03-23T17:00:00.000Z,Windows,Solve Pixel Puzzles to find clues. Use those clues to interrogate witnesses. Work your way to the truth....and uncover the mystery of Murder by Numbers!,,,"ADVENTURE,PUZZLE,INDIE"
f51ebf66eb42420bba6cdd7d87cf56af,OCTOPATH TRAVELER™,octopath-traveler,5999,2021-03-25T00:00:00.000Z,Windows,Eight travelers. Eight adventures. Eight roles to play. Embark on an epic journey across the vast and wondrous world of Orsterra and discover the captivating stories of each of the eight travelers.,"Square Enix, ACQUIRE Corp.",Square Enix,"RPG,SINGLE_PLAYER"
6b42c7ed7e574e54bdef8e77f71d9333,ELEX,elex,2999,2021-03-25T15:00:00.000Z,Windows,"ELEX is a handcrafted action role-playing experience from the award-winning creators of the Gothic series, set in a brand new post-apocalyptic Science Fantasy universe.",Piranha Bytes,THQ Nordic,"RPG,ACTION,ADVENTURE"
000f9a594ed44b3981272946d330d968,Creature in the Well,creature-in-the-well,1499,2021-03-25T15:00:00.000Z,Windows,"As the last remaining BOT-C unit, venture deep into a desert mountain to restore power to an ancient facility, haunted by a desperate Creature. Uncover and upgrade powerful gear in order to free the city of Mirage from a deadly sandstorm.",Flight School Studio,MWM Interactive ,"ACTION,INDIE,DUNGEON_CRAWLER"
c4f3c186c273404695ac6639c272b195,Battle Chasers: Nightwar,battle-chasers-nightwar,2999,2021-03-25T15:00:00.000Z,Windows,"Battle Chasers: Nightwar is an RPG inspired by the classic console greats, featuring deep dungeon diving, turn-based combat presented in a classic JRPG format, and a rich story driven by exploration of the world.",Airship Syndicate,THQ Nordic,"RPG,INDIE,ACTION"
ca85810710fc4b858d73e059f0b169a5,The Fabled Woods,the-fabled-woods,999,2021-03-25T16:00:00.000Z,Windows,"The Fabled Woods, a dark and mysterious narrative short story. Despite the picturesque beauty, ugly and terrible secrets lurk among the shifting boughs; darkness that no amount of dappled sunlight can erase. Take the first step to an unforgettable journey.",CyberPunch Studios,Headup,"ADVENTURE,NARRATION,FIRST_PERSON"
8bc23f97d2c34480a9fd14b5995f7571,The Tenants,the-tenants,1999,2021-03-25T18:00:00.000Z,Windows,Become a landlord and deal with problematic tenants as you build your rental property empire. Decide how to react to annoyed neighbors or police interventions. Will you rent your apartment to a college couple or an older lady with four cats?,Ancient Forge Studio,Frozen District,"CITY_BUILDER,SIMULATION,EARLY_ACCESS"
fa8c1bd0dd684af2ad27a4f54b74018f,Genesis Noir,genesis-noir,1499,2021-03-26T14:00:00.000Z,"Mac,Windows","A noir adventure spanning time and space. When a love triangle between cosmic beings becomes a bitter confrontation, you'll witness a gunshot fired by a jealous god—The Big Bang. Jump into the expanding universe and search for a way to save your love.",Feral Cat Den,Fellow Traveller,"ADVENTURE,SINGLE_PLAYER,INDIE"
b22566003429427b8a9ebe215773f226,Hypnospace Outlaw,hypnospace-outlaw,1999,2021-03-26T16:00:00.000Z,Windows,"Hypnospace Outlaw is a '90s internet simulator in which you scour Hypnospace's wide variety of weird and wonderful websites to hunt down wrongdoers, while also avoiding viruses and adware, and downloading a plethora of apps that may or may not be useful.",Tendershoot,No More Robots,"INDIE,SIMULATION,FANTASY"
e44a32ca3f094b38ac16682645105d01,"Yes, Your Grace",yes-your-grace,1999,2021-03-26T16:00:00.000Z,Windows,"In this kingdom management RPG, petitioners will arrive in the throne room to ask for your advice and assistance. Decide whether to help them, or to conserve your resources. Remember: supplies are limited, and not everyone has your best interests at heart...",Brave At Night,No More Robots,"RPG,FANTASY,SINGLE_PLAYER"
ad7ac875f97746d5a540e0d850072860,Spacebase Startopia - Standard Edition,spacebase-startopia,3999,2021-03-26T17:00:00.000Z,Windows,SPACEBASE STARTOPIA captivates with its original mixture of economic simulation and empire building strategy paired with classic RTS skirmishes and a good dose of humor.,Realmforge Studios,Kalypso Media,"STRATEGY,SIMULATION,BASE_BUILDING"
b1f40ae872c44df582ee1374b9f8311d,KINGDOM HEARTS HD 2.8 Final Chapter Prologue,kingdom-hearts-hd-2-8-final-chapter-prologue,5999,2021-03-30T13:00:00.000Z,,"The KINGDOM HEARTS HD 2.8 Final Chapter Prologue features 3 magical experiences, all leading up to KINGDOM HEARTS III: - KINGDOM HEARTS Dream Drop Distance HD - KINGDOM HEARTS χ Back Cover (movie) - KINGDOM HEARTS 0.2 Birth by Sleep – A fragmentary passage –",Square Enix,Square Enix,"RPG,SINGLE_PLAYER"
6904d1bb60dc41b19b56f459bb57ebf9,KINGDOM HEARTS HD 1.5+2.5 ReMIX,kingdom-hearts-hd-1-5-2-5-remix,4999,2021-03-30T13:00:00.000Z,Windows,KINGDOM HEARTS HD 1.5 + 2.5 ReMIX is an HD remastered collection of 6 unforgettable KINGDOM HEARTS experiences. KINGDOM HEARTS HD 1.5 + 2.5 ReMIX is the perfect opportunity to start wielding your Keyblade to save the Disney worlds from darkness.,Square Enix,Square Enix,"RPG,SINGLE_PLAYER"
