id,name,game_slug,price,release_date,platform,description,developer,publisher,genres
d15a9bad13314dd6ac4978e31147c865,Falcon Age,falcon-age,1999,2019-09-06T15:00:00.000Z,Windows,"RAISE A FALCON, FIGHT COLONIZERS.",Outerloop Games,Outerloop Games,"ACTION,FIRST_PERSON,ADVENTURE"
7dd66b1bd08e41b1a6bdc3bf472833fa,The Walking Dead : The Definitive Series,walking-dead-definitive-series,4999,2019-09-10T15:00:00.000Z,Windows,"The Walking Dead: The Telltale Definitive Series contains all 4 Seasons, 400 Days, and The Walking Dead: Michonne, which includes over 50 hours of gameplay across 23 unique episodes. With graphical enhancements, behind the scenes bonus features and faithful recreations of clas...",Skybound Games,Skybound Games,"SINGLE_PLAYER,NARRATION,ADVENTURE"
dd845909e1504c048c14499eab60ec62,Borderlands 3,borderlands-3,5999,2019-09-13T15:00:00.000Z,"Windows,Mac","The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds & enemies and save your home from the most ruthless cult leaders in the galaxy.",Gearbox Software,2K,"CO_OP,RPG,FPS"
b467b7d3570e44c0b84e59475f4a5636,Cardpocalypse Standard Edition,cardpocalypse,2499,2019-09-19T15:00:00.000Z,Windows,"10-year old Jess accidentally gets everybody's favorite collectible card game banned in Dudsdale Elementary - even worse, it’s her first day! But when troubles arise and mutants from the game start to come to life, and it’s up to Jess and her friends to stop them. Become a Meg...",Gambrinous,Versus Evil,"CARD_GAME,INDIE,RPG"
01028a117e8845ed90e1bc859ff6d4f3,Untitled Goose Game,untitled-goose-game,1999,2019-09-20T15:00:00.000Z,,"It's a lovely morning in the village, and you are a horrible goose.",House House,Panic,"COMEDY,STEALTH,PUZZLE"
265ae8cbed404648b0fddf253ffc44eb,The Sojourn,the-sojourn,2499,2019-09-20T15:00:00.000Z,,Traverse a thought-provoking puzzle game and its immersive colour-drenched world of light and shadow.,Shifting Tides,Iceberg Interactive,"SINGLE_PLAYER,PUZZLE"
c3291802fde5400aaaabda61acd2d2b4,WHAT THE GOLF?,what-the-golf,1999,2019-10-01T15:00:00.000Z,"Windows,Mac","A silly physics-based golf parody where every golf course is a new surprising type of golf, some brilliant or hilarious, others so absurd you will ask yourself: WHAT THE GOLF?",Triband,Triband,"COMEDY,PHYSICS,SINGLE_PLAYER"
387e3e9d6a1a4812bd2e54a04eac2db9,Ghostbusters: The Video Game Remastered,ghostbusters-the-video-game-remastered,2499,2019-10-04T15:00:00.000Z,,The beloved and critically acclaimed Ghostbusters video game is back and remastered for the Epic Games store!  Strap on your proton pack once again and join the Ghostbusters on the adventure with the voice and likeness of the original crew as you battle to save New York!     A...,Saber Interactive,Mad Dog Games,"ACTION,ADVENTURE"
2385d033d11a469fa08cbae090ae97d8,Ghost Recon Breakpoint Standard Edition,ghost-recon-breakpoint,5999,2019-10-04T15:00:00.000Z,Windows,"Become a Ghost, fighting against a rogue spec ops faction called the Wolves, in the latest Tom Clancy's Ghost Recon®!",Ubisoft Paris,Ubisoft,"SHOOTER,OPEN_WORLD,CO_OP"
e4362ad88b0346d7b05d4f9d640bbf20,John Wick Hex,johnwickhex,1999,2019-10-08T15:00:00.000Z,"Windows,Mac","John Wick Hex is a fast-paced, action-oriented strategy game that makes you think and strike like John Wick, the professional hitman of the critically acclaimed film franchise. Created in close cooperation with the creative teams behind the films, John Wick Hex is fight-choreo...",Bithell Games,Good Shepherd Entertainment,"Single Player,STRATEGY,ACTION"
12ab853cde4d4f209749ab7ab2070189,A Knights Quest,a-knights-quest,2499,2019-10-09T13:00:00.000Z,Windows,"A gorgeous action adventure on an epic scale. Play as Rusty, a clumsy adventurer who accidentally sets about the end of the world. Solve mind-bending puzzles, fight challenging enemies, defeat huge bosses and platform your way through a fantastic open world in this lavish acti...",Sky 9 Games,Curve Digital,"ACTION,PLATFORMER,ADVENTURE"
101424838a68468d8da192f3644e61d4,The Jackbox Party Pack 6,jackbox-party-pack-6,2999,2019-10-17T15:00:00.000Z,"Windows,Mac","The wildest Party Pack yet, with Trivia Murder Party 2, the weird word circus Dictionarium, the identity hiding Push The Button, the laugh-fest Joke Boat and the personality test Role Models. Use phones or tablets as controllers and play with up to 10 players!",Jackbox Games,Jackbox Games,"COMEDY,PARTY,TRIVIA"
23614423f0b7437b97b78b70a96b7e92,Manifold Garden,manifold-garden,1999,2019-10-18T15:00:00.000Z,Windows,"Rediscover gravity and explore an Escher-esque world of impossible architecture. Witness infinity in first-person and master its rules to solve physics-defying puzzles. Cultivate a garden to open new paths forward, where an eternal expanse awaits.",William Chyr Studio,William Chyr Studio,"PUZZLE,EXPLORATION"
5af5633e9f1747728d4fee10988ca2b7,The Outer Worlds,the-outer-worlds,5999,2019-10-25T15:00:00.000Z,,The Outer Worlds is an award-winning single-player first-person sci-fi RPG from Obsidian Entertainment and Private Division.,Obsidian Entertainment,Private Division,"RPG,SINGLE_PLAYER"
0a7cd03813b247fcbcb4329b8f56e8ea,Afterparty,afterparty,1999,2019-10-29T13:00:00.000Z,"Windows,Mac",It’s a dead man’s party…,Night School Studio,Night School Studio,"SINGLE_PLAYER,ADVENTURE,EXPLORATION"
9a078d3bda8a490abbe4a2aa8e9c94ee,ReadySet Heroes,readyset-heroes,1999,2019-10-29T14:00:00.000Z,Windows,"Compete against friends to go from zero to HERO in this fast-paced multiplayer dungeon crawler meets EPIC arena brawl!  Choose your character, race through random dungeons to power-up for the ultimate BRAWL!",Robot Entertainment,PlayStation PC LLC,"ACTION,MULTIPLAYER,RPG"
a3c78a5c62824677834c1008e0be9b2d,Red Dead Redemption 2,red-dead-redemption-2,5999,2019-11-05T13:00:00.000Z,Windows,"Winner of over 175 Game of the Year Awards and recipient of over 250 perfect scores, Red Dead Redemption 2 is an epic tale of honor and loyalty at the dawn of the modern age.   Includes Red Dead Redemption 2: Story Mode and Red Dead Online.",Rockstar Games,Rockstar Games,"NARRATION,ACTION,OPEN_WORLD"
a123324c4f464e06bfda6dee473a9776,Nuclear Throne,nuclear-throne,1199,2019-11-07T16:00:00.000Z,Windows,Nuclear Throne is a post-apocalyptic roguelike-like top-down shooter., Vlambeer, Vlambeer,"ACTION,RPG,ROGUE_LITE"
daa88a4b17cd4bb8bdb87cdf777ac3f3,Superliminal,superliminal,1999,2019-11-12T09:00:00.000Z,,"Perception is reality. In this mind-bending first-person puzzler, you explore a surreal dream world and solve impossible puzzles using the ambiguity of depth and perspective.",Pillow Castle,Pillow Castle,"FIRST_PERSON,PUZZLE"
16b8d80102a64760b02276bce4429d3b,Yaga,yaga,2499,2019-11-12T14:00:00.000Z,Windows,"Smash, clobber and bash the murderous legends of Slavic mythology in this darkly funny action role-playing game that changes every time you play. Play as Ivan, a one-handed blacksmith with incredibly bad luck, who must take on the impossible tasks given to him by the tzar. All...",Breadcrumbs,Versus Evil,"ACTION,RPG,INDIE"
87042929b63047a49ae06a31f26825e7,STAR WARS Jedi: Fallen Order Standard Edition,star-wars-jedi-fallen-order,3999,2019-11-14T05:00:00.000Z,Windows,"A galaxy-spanning adventure awaits in STAR WARS Jedi: Fallen Order, a 3rd person action-adventure title from Respawn Entertainment.",Respawn Entertainment,Electronic Arts,"ADVENTURE,ACTION"
7f981fff99e44998bf0de031eec36925,Bee Simulator,bee-simulator,1999,2019-11-14T14:00:00.000Z,Windows,"Live the life of a bee! Explore a world brimming with life in which you collect pollen, defy dangerous wasps and save your hive. Play with others in three game modes, including co-op and PvP on split screen.",VARSAV Game Studios S.A,Bigben Interactive,"ADVENTURE,EXPLORATION,CASUAL"
a46b0cc96e60477cb4a5a9f024589079,The Messenger,the-messenger,1999,2019-11-14T16:00:00.000Z,Windows,"As a demon army besieges his village, a young ninja ventures through a cursed world, to deliver a scroll paramount to his clan’s survival. What begins as a classic action platformer soon unravels into an expansive time-traveling adventure full of thrills, surprises, and humor.",Sabotage Studios,Devolver Digital,"ACTION,PLATFORMER,SINGLE_PLAYER"
30e0d1b99ced430b825239b395ff140c,Shenmue III - Standard Edition,shenmue-3,2999,2019-11-19T15:00:00.000Z,,"Play as Ryo Hazuki, an 18-year-old Japanese martial artist hellbent on avenging his father’s death.",Ys Net,Deep Silver,"ACTION,SINGLE_PLAYER,RPG"
905a6cdc931e4e64ade4010bac69d64c,Oxygen Not Included,oxygen-not-included,2499,2019-11-25T15:00:00.000Z,"Windows,Mac","Oxygen Not Included is a space-colony simulation game. Deep inside an alien space rock your industrious crew will need to master science, overcome strange new lifeforms, and harness incredible space tech to survive, and, possibly, thrive.",Klei Entertainment,Klei Entertainment,"SIMULATION,BASE_BUILDING,STRATEGY"
e31d7dadcf1c4063b69fd97af1f3c2a9,RAYMAN® LEGENDS,rayman-legends,2999,2019-11-29T11:00:00.000Z,Windows,"When Rayman, Globox, and the Teensies discover a mysterious tent filled with captivating paintings, they are suddenly transported to a series of mythical new worlds!",Ubisoft,Ubisoft,"PLATFORMER,ACTION,ADVENTURE"
ea40bbb5451649e38472912b11f338b8,The Wolf Among Us,the-wolf-among-us,1499,2019-12-01T17:00:00.000Z,Windows,"Based on the award-winning Fables comic books (DC Comics/Vertigo). As Bigby Wolf - THE big bad wolf - discover that a brutal, bloody murder is just a taste of things to come in a game series where your every decision can have enormous consequences.","LCG Entertainment, Inc.,Telltale",Telltale,"ADVENTURE,ACTION,SINGLE_PLAYER"
3e69e975e8264e9799e6e3edd64f8e65,Arise: A Simple Story,arise-a-simple-story,1999,2019-12-03T14:00:00.000Z,,Set out on an emotional journey through the bittersweet lives of two people where memories come alive and time bends to your will. Lose yourself in moments of happiness and overcome every hardship as you relive your life’s story. A story of joy and sorrow. A simple story.,Piccolo,Piccolo,"CO_OP,ADVENTURE,PUZZLE"
cbbde99547d54f41b8f7bd5fc46726c5,Jotun: Valhalla Edition,jotun,1499,2019-12-06T16:00:00.000Z,"Windows,Mac","Jotun is a hand-drawn action-exploration game set in Norse mythology. In Jotun, you play Thora, a Viking warrior who died an inglorious death and must prove herself to the Gods to enter Valhalla. Impress the Gods!",Thunder Lotus,Thunder Lotus,"ACTION,ADVENTURE,INDIE"
bff1d0022b6f4e409daa3663d67edab0,MechWarrior 5: Mercenaries Standard Edition,mechwarrior-5,2999,2019-12-10T11:00:00.000Z,Windows,"Welcome to the year 3015! It’s a hell of a time to be alive. Humanity has colonized thousands of star systems, war is everywhere, and the battlefields of the future are dominated by hulking machines known as BattleMechs. It’s dangerous work for the elite pilots of these metal ...",Piranha Games,Piranha Games,"ACTION,SHOOTER,SIMULATION"
616d8e1ff26b4a65b14794e612da00c4,Mechwarrior 5 Modding Toolkit,mechwarrior-5,0,2019-12-10T11:00:00.000Z,Windows,"Welcome to the Inner Sphere, Mercenaries. The MechWarrior 5: Mercenaries Mod Editor empowers you to imagine and create Mods using the full potential of Unreal Engine 4 and the MechWarrior 5: Mercenaries development project!",Piranha Games,Piranha Games,"ACTION,SHOOTER,SIMULATION"
2ae6edb2223c4f8c97e9839b5b6497bb,Hades,hades,2499,2019-12-10T11:00:00.000Z,"Windows,Mac",Defy the god of the dead as you hack and slash your way out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion and Transistor.,Supergiant Games,Supergiant Games,"ACTION,RPG,ROGUE_LITE"
f08e4c3a18b546568ccd07997590bee3,SuperMash,supermash,1999,2019-12-10T18:00:00.000Z,,"SuperMash is a game that makes games! Mash together JRPG, Platformer, Metrovania, Stealth and Action Adventure genres to get a completely unique new game each time, and then challenge your friends to see how they do!",Digital Continue,Digital Continue,"ARCADE,INDIE,SIMULATION"
cc097232e8584021853adf98adec1b8d,Detroit: Become Human,detroit-become-human,3999,2019-12-12T13:00:00.000Z,Windows,"Detroit 2038. Technology has evolved to a point where human like androids are everywhere. They speak, move and behave like human beings, but they are only machines serving humans.",Quantic Dream,Quantic Dream,"SINGLE_PLAYER,ACTION,NARRATION"
409270ba4b814c20a761407ab7a49dbd,The Escapists,the-escapists,1799,2019-12-12T16:00:00.000Z,,"You’ve landed yourself in prison again, and your only chance is to engineer an escape by any means necessary. How you do it is up to you! Why not cause a prison riot? Or dig a tunnel right under the walls of the prison? Or even steal a guard uniform to blend in with your captors?",Mouldy Toof Studios,Team17 Digital Limited,"ACTION,STRATEGY"
d80ba2f3338847d49a27d8e458d91334,Wattam,wattam,1999,2019-12-17T11:00:00.000Z,Windows,"Immerse yourself in the creative mind of Keita Takahashi in Wattam. Explore a lonely world where everything has vanished and all seems lost. Play solo or same-screen co-op to help Mayor rediscover the joys of friendship, restore his lost memories, and reconnect with the world ...","Funomena, Inc.",Annapurna Interactive,"CASUAL,INDIE"
a8953f3d2d55446aa2c8b4509b4b6960,The Telltale Batman Shadows Edition,the-telltale-batman,2999,2019-12-17T11:00:00.000Z,Windows,"Step into the shadows and experience the twisted world of Telltale’s Batman in a way that brings the fractured persona of the Dark Knight and the City of Gotham to life in a visually sinister, new way! This edition brings all 10 episodes into one game.","LCG Entertainment, Inc.,Telltale",Telltale,"ACTION,ADVENTURE"
b1e57a8fa2074f669abfbb294fd8e59e,Hello Neighbor Mod Kit,hello-neighbor,0,2019-12-18T21:49:00.000Z,,Hello Mod Kit,,,
14f7d8fdd5a44768b8aad40c6a5ae018,TowerFall Ascension,towerfall-ascension,1999,2019-12-31T15:00:00.000Z,"Windows,Mac","TowerFall Ascension is the definitive version of the hit archery combat game. Inspired by classics from the golden age of couch multiplayer, it's a 4-player local party game centering around hilarious, intense versus matches.",Matt Makes Games,Matt Makes Games,"MULTIPLAYER,SINGLE_PLAYER"
e8c01dff9a524977a2e51c5831155a91,Magic: The Gathering Arena,mtg-arena,0,2020-01-16T08:00:00.000Z,"Windows,Mac","You know the name. Now download and get ready for the most colossal crossover card set in Magic: The Gathering’s history. Unlock powerful decks, earn rewards by playing, and jump into action for players of all skill levels.", Wizards of the Coast, Wizards of the Coast,"CARD_GAME,STRATEGY,CO_OP"
1dbc4cac67ba46e39a2582dd18221a66,Journey to the Savage Planet,journey-to-the-savage-planet,2999,2020-01-28T14:00:00.000Z,,"WELCOME TO THE PIONEER PROGRAM! As the newest recruit of Kindred Aerospace - The 4th best interstellar space exploration company - Your job is to determine if the planet ARY-26 planet is fit for humans. You may be short on equipment and experience, but you'll figure it out!",Typhoon Studios,505 Games,"ACTION,EXPLORATION"
bc5f7e2b085044578a191eb1e2d7f9be,Days of War Map Editor,days-of-war,0,2020-01-30T18:00:00.000Z,Windows,"Create custom maps for Days of War. Days of War is an online FPS that re-imagines the team-based, close quarters, nonstop action of classic World War II multiplayer shooters.",Driven Arts,Graffiti Games,"ARCADE,FPS,INDIE"
475691037f00498fa752cd9ecf258b6b,Zombie Army 4: Dead War,zombie-army-4-dead-war,4999,2020-02-04T15:00:00.000Z,,"Hitler’s hordes are back for more in this spine-chilling shooter from the makers of Sniper Elite 4! Abominable occult enemies, epic weapons and a harrowing new campaign for 1-4 players await in 1940s Europe, as you fight to save humankind from undead Armageddon!",Rebellion,Rebellion,"SHOOTER,SINGLE_PLAYER,MULTIPLAYER"
6a9694e578ee4e598b16a02ef549b629,Carcassonne,carcassonne,999,2020-02-06T14:00:00.000Z,Windows,The official adaptation of the famous board game Carcassonne! A modern classic tile-placement game based on the award wining game in which the players draw and place a tile with a piece of southern French landscape on it. The player can then decide to place one of his follower...,Asmodee Digital,Asmodee Digital,
8b620ab6eaad4c6182d44f07830fd8f6,Aztez,aztez,1999,2020-02-06T16:00:00.000Z,"Windows,Mac","Aztez is a unique hybrid of beat 'em up and turn-based strategy, set in the world of the Aztec Empire. Highly technical, real-time, beat-em-up combat events resolve ongoing conflicts in your expanding empire.",Team Colorblind,Team Colorblind,"ACTION,INDIE,FIGHTING"
c6f4afb96f6b456ebc9a522d8fb6b3a0,CORRUPTION 2029,corruption-2029,1999,2020-02-07T11:00:00.000Z,Windows,"Set in a dystopian America in the not-so distant future. CORRUPTION is a new tactical strategy game from The Bearded Ladies, creators of ‘Mutant Year Zero: Road to Eden’.",The Bearded Ladies,The Bearded Ladies,"TURN_BASED,SINGLE_PLAYER,STEALTH"
fd7b726f8d81401ba83fda5226407a17,Mars 2030 Editor,mars-2030,0,2020-02-08T12:00:00.000Z,,"The Mars 2030 Editor is an open source version of Mars 2030 that contains all of the content and systems found in the VR project to develop your own space concepts using real NASA data! Build your own space habitat designs, create your own robotic NPC companion using NASA’s Va...",,,
a141915f0de3494791151b205a712cda,Faeria,faeria,1999,2020-02-13T16:00:00.000Z,,"With its unique living board, Faeria is also the only card game where you can gain all 300 cards in less than 50 hours.",Abrakam,Versus Evil,"CARD_GAME,STRATEGY,RPG"
df959d76dda247a893f2c8b6d401dc26,Far Cry 3: Blood Dragon,far-cry-3-blood-dragon,1499,2020-02-18T16:00:00.000Z,Windows,Far Cry 3: Blood Dragon is THE Kick-Ass Cyber Shooter taking place on a bizarre open-world island crawling with evil.,Ubisoft,Ubisoft,"FPS,OPEN_WORLD,ADVENTURE"
b14d60867fc34e6687e20f1cb98d6d74,Anno 2205 - Standard Edition,anno-2205,3999,2020-02-19T16:00:00.000Z,Windows,Anno 2205 – the beloved city builder takes off into space!,Blue Byte,Ubisoft,"STRATEGY,TURN_BASED,CITY_BUILDER"
e6cd2745c0a3496383e0adc95c7b63b1,Assassin's Creed Syndicate Standard Edition,assassins-creed-syndicate,2999,2020-02-20T16:00:00.000Z,Windows,"London, 1868. In the heart of the Industrial Revolution, play as Jacob Frye - a brash and charismatic Assassin.",Ubisoft,Ubisoft,"OPEN_WORLD,ACTION,STEALTH"
dce338d41ea84680a81ad383a1f7f401,Kine,kine,1499,2020-02-24T16:00:00.000Z,,"A challenging 3D puzzle game about music, machines, and dreams",Gwen Frey,Gwen Frey,"SINGLE_PLAYER,NARRATION,PUZZLE"
4019722ac05540b69f172d5182468175,Torchlight,torchlight,1499,2020-02-26T15:00:00.000Z,Windows,"Legions of twisted creatures, emboldened by Ember, have begun to swarm up from the caves below the sleepy enclave of Torchlight. In this critically acclaimed Action-RPG, you’ll choose from three powerful heroes to adventure the depths for endless treasure and glory. Your adven...",,,"ACTION,RPG,DUNGEON_CRAWLER"
aab7e770208a419286ef5fe2f9a98a60,Foregone,foregone,1999,2020-02-26T16:00:00.000Z,Windows,Foregone is a fast and fluid 2D action-platformer packed with legendary loot and stunning pixel art. Collect an arsenal of powerful weapons and unravel a compelling story of regret and conspiracy as you slice your way through hordes of enemies to save Calagan.,Big Blue Bubble,Big Blue Bubble,"PLATFORMER,RPG,ACTION"
4531b00fcf354680bf68d138b7155fda,Offworld Trading Company,offworld-trading-company,2999,2020-02-27T15:00:00.000Z,"Mac,Windows","Mars has been colonized, and Earth's corporate titans fight to dominate this new market. Competition is fierce in this fast-paced economic RTS from Civilization IV Lead Designer, Soren Johnson.",Mohawk Games,Stardock Entertainment,"STRATEGY,COMPETITIVE,INDIE"
bef777f5e5e74f6a942384638c41cc51,GoNNER,gonner,999,2020-02-27T16:00:00.000Z,Windows,"GoNNER is a tough as hell score-based procedurally-generated platformer with roguelike elements. GoNNER is also a story about friendship between Ikk, Death, and a space whale named Sally.",Art in Heart,Raw Fury,PLATFORMER
e3446d29202c46cdb827d35dc1fae75f,OVERPASS™,overpass,3999,2020-02-27T16:00:00.000Z,Windows,"Take control of big-name buggies and quads to negotiate scree slopes, steep inclines and various obstacles on extreme off-road and technically challenging tracks. Find the best route, and manage your acceleration, differentials and drivetrain to dominate in local or online com...",Zordix Racing,Bigben Interactive,"SIMULATION,SPORTS,RACING"
69d2af5db6994e2db61d70810ce563af,Anodyne 2: Return To Dust,anodyne-2-return-to-dust,1999,2020-02-28T13:00:00.000Z,Windows,"Run, jump, and drive across vast, dreamy 3D landscapes. Shrink into surreal, 2D dungeons inside of characters' bodies. Travel the world, meet strange people, and save the world from the dangerous Nano Dust.",Analgesic Productions,Analgesic Productions,"ADVENTURE,INDIE,EXPLORATION"
4423a534b0ca48b885abcf23a5e27e61,Bloodroots,bloodroots,1999,2020-02-28T16:00:00.000Z,Windows,"In Bloodroots, the world is your weapon - improvise and adapt to an ever-changing ballet of ultraviolence, in a bloody revenge quest across the Weird West.",Paper Cult,Paper Cult,"ACTION,INDIE,ADVENTURE"
e97596b69a334eb896d3567ffad85093,A Short Hike,a-short-hike,799,2020-03-04T16:00:00.000Z,"Windows,Mac","Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak. Follow the trails or explore the backcountry as you make your way to the summit. Along the way, meet other hikers, discover hidden treasures, and take in the world around you",Adam Robinson-Yu,Adam Robinson-Yu,"CASUAL,PLATFORMER,INDIE"
e33a567a8ce04ed5abc23d5e46a98087,Mutazione,mutazione,1999,2020-03-04T16:00:00.000Z,"Windows,Mac","A mutant soap opera where small-town gossip meets the supernatural. Join Kai as she arrives in the mysterious community of Mutazione to care for her ailing grandfather. Discover scenic hangouts, magical gardens, new friends, and old secrets...",Die Gute Fabrik,Akupara Games,"ADVENTURE,SUPERNATURAL,FANTASY"
73fbe4d673504c2a80261cf6bfcff20f,State of Decay 2: Juggernaut Edition,state-of-decay-2-juggernaut-edition,2999,2020-03-13T08:00:00.000Z,Windows,"The dead have risen and civilization has fallen. Now it's up to you to gather survivors, scavenge for resources and build a community with up to three of your friends in a post-apocalyptic world.",Undead Labs,Xbox Game Studios,"ACTION,CO_OP,RPG"
0067751df1d944fdbde06a883fc4a0e8,UNO Standard Edition,uno,999,2020-03-17T15:00:00.000Z,Windows,UNO makes its return with new exciting features such as added video chat support and an all new theme system which adds more fun! Match cards either by color or value and play action cards to change things up. Race against others to empty your hand before everyone else in eith...,Ubisoft,Ubisoft,"STRATEGY,CARD_GAME"
c12806e289d94b1180fde0221c13c70d,MONOPOLY® PLUS,monopoly-plus,1499,2020-03-17T15:00:00.000Z,,"EMBARK ON A JOURNEY TO OWN IT ALL!  Build your empire on a colorful and 3D lively city animated by funny sidekicks! MONOPOLY® PLUS brings the classic franchise to a new level on PC with amazing animations, customizable house rules!",,,
3040b13256b4463dae6358738d62d5e5,Insurgency: Sandstorm - Mod Tools & Editor,insurgency-sandstorm,0,2020-03-17T17:00:00.000Z,Windows,Here you can download the Mod Tools and Unreal Editor for Insurgency: Sandstorm.,New World Interactive,,"SHOOTER,MULTIPLAYER,FPS"
e64af2d6202d4b64b86abe428250dbff,Dauntless,dauntless,0,2020-03-19T13:51:00.000Z,Windows,Dauntless,Phoenix Labs,Phoenix Labs,"ACTION,RPG,MULTIPLAYER"
88be15452fea4ebf9e211deb291e8189,Watch Dogs Standard Edition,watch-dogs,2999,2020-03-19T15:00:00.000Z,Windows,"As Aiden Pearce, a brilliant hacker, turn Chicago into the ultimate weapon in your quest for revenge. But what happens when your personal quest collides with an entire city?",Ubisoft Montreal,Ubisoft,"ACTION,ADVENTURE"
6005be154ca94b978757989243a9ec73,Paladins,paladins,0,2020-03-24T15:00:00.000Z,,"Join 30+ million players in Paladins, the free-to-play fantasy team-based shooter sensation. Wield guns and magic as a legendary Champion of the Realm, customizing your core set of abilities to play exactly how you want to play.",Evil Mojo Games,Hi-Rez Studios,"COMPETITIVE,MULTIPLAYER,SHOOTER"
fd2df056f60e4ca8a59ca5c5f0ff3395,Assassin's Creed Rogue Standard Edition,assassins-creed-rogue,1999,2020-03-25T15:00:00.000Z,Windows,"Introducing Assassin’s Creed Rogue, the darkest chapter in the Assassin’s Creed franchise yet.  As Shay, you will experience the slow transformation from Assassin to Assassin Hunter.",Ubisoft,Ubisoft,"ACTION,ADVENTURE"
84f8d79ca9d84057ba4406d215cb6ad5,Tormentor x Punisher,tormentor-x-punisher,799,2020-03-26T15:00:00.000Z,Windows,"Everything in Tormentor ❌ Punisher can be killed in one hit, including bosses and yourself. Bosses change the shape of the arena, conjuring rooms and traps to make it more hellish and brutal. Demons adjust to your play style and punish you accordingly. Explore and discover new...",E-Studio,Raw Fury,"ACTION,INDIE"
addd4e86c4d746ab86f21606bdadce7d,Figment,figment,1999,2020-03-26T15:00:00.000Z,Windows,"Figment is an action-adventure game that invites you to explore a unique surreal universe filled with music, humor and multi layered narrative.",Bedtime Digital Games,Bedtime Digital Games,"ACTION,ADVENTURE,INDIE"
ba1f4fa2618046a0a8d71588cd0c2a68,The Stanley Parable,the-stanley-parable,1499,2020-03-26T15:00:00.000Z,Windows,"The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice.",Galactic Cafe,Galactic Cafe,"ADVENTURE,NARRATION,COMEDY"
1f7e992461c044b9972d0c3fb6a9277a,Genesis Alpha One Deluxe Edition,genesis-alpha-one,2999,2020-03-27T14:00:00.000Z,Windows,"Explore a vast universe in this roguelike, ship building, FPS  Genesis Alpha One mixes thrilling roguelike mechanics with a deep ship builder and fast first-person action, putting you in the role of an interstellar pioneer.",Radiation Blue,Team17 Digital Ltd,"ROGUE_LIKE,FPS,BASE_BUILDING"
9aa227e2ba294bb1a95c95fde892eb31,Totally Reliable Delivery Service Standard Edition,totally-reliable-delivery-service,1499,2020-04-01T15:00:00.000Z,"Windows,Mac","Buckle up your back brace and fire up the delivery truck, it's time to deliver! Join up to three friends and haphazardly get the job done in an interactive sandbox world. Delivery attempted, that's a Totally Reliable Delivery Service guarantee!",We're Five Games,tinyBuild,"INDIE,PHYSICS,MULTIPLAYER"
afadb715390a4593acdca79dae94b60a,Sherlock Holmes: Crimes and Punishments,sherlock-holmes-crimes-and-punishments,2999,2020-04-02T15:00:00.000Z,Windows,Become the most celebrated detective of all time: Sherlock Holmes! Use your impressive talents as a detective to solve six thrilling and varied cases.,Frogwares,Frogwares,"INVESTIGATION,NARRATION,ADVENTURE"
0823aa31fb7540db886871c5aa44dcc3,Hob,hob,1999,2020-04-02T15:00:00.000Z,Windows,"Hob is a vibrant, suspenseful action-adventure game set on a stunning and brutal world in disarray. As players delve into the mysteries around them, they discover a planet in peril. Can it be mended, or will the world fall further into chaos?",Runic Games,Perfect World Entertainment,"ACTION,ADVENTURE,EXPLORATION"
56b3f851cc664490a9911040da23a611,Gone Home,gone-home,1499,2020-04-02T15:00:00.000Z,"Windows,Mac","June 7th, 1995. 1:15 AM.   You arrive home after a year abroad. You expect your family to greet you, but the house is empty. Something's not right. Where is everyone? And what's happened here? Unravel the mystery for yourself in Gone Home.",The Fullbright Company,The Fullbright Company,"INDIE,ADVENTURE,FIRST_PERSON"
a541f0935a3340c5b05a3742e0888d18,Industries of Titan,industries-of-titan,2999,2020-04-14T15:00:00.000Z,Windows,"Industries of Titan is an industrial city building sim/strategy game set on Saturn's moon, Titan. Create a sprawling industrial city, design powerful factories, and compete with other rival corporations to stake your claim to the industries of Titan!  As the Founder of a new c...",Brace Yourself Games,Brace Yourself Games,"STRATEGY,CITY_BUILDER,SIMULATION"
ae212a8d9bda47228596f6ce38e5c597,Wheels of Aurelia,wheels-of-aurelia,1499,2020-04-16T15:00:00.000Z,"Windows,MAC","Embark on an immersive road trip through the gritty western coast of Italy during the roaring 1970’s. Playing as Lella, a bold, spunky woman, experience the sights and sounds of a tumultuous time in Italy’s history while uncovering events from Lella’s past.",Santa Ragione srl,Santa Ragione srl,"INDIE,NARRATION,RACING"
f6db79620fd849a685f8b463d3a8bf2d,Just Cause 4 Reloaded,just-cause-4,3999,2020-04-23T15:00:00.000Z,Windows,"Rogue agent Rico Rodriguez journeys to Solis, a huge South American world home of conflict, oppression and extreme weather conditions. Strap into your wingsuit, equip your fully customizable grappling hook, and get ready to bring the thunder!",Avalanche Studios,Square Enix,"ACTION,OPEN_WORLD,PHYSICS"
7ad72dc39d624bbd912c195daad10d00,For The King,for-the-king,1999,2020-04-23T15:00:00.000Z,Windows,"For The King is a challenging blend of strategy, turn-based combat, and roguelike elements. Each playthrough is unique with procedural maps, quests, and events. Explore Fahrul in either single player, local, or online co-op.",IronOak Games,Curve Digital,"TURN_BASED,ADVENTURE,CO_OP"
